SYMBOL,dataset_corr_count
GBGT1,2
GBP1,3
GBP1P1,1
GBP2,2
GBP3,3
GBP4,3
GBP5,2
GBP6,1
GBX2,2
GC,1
GCA,3
GCC1,3
GCC2,6
GCC2-AS1,6
GCDH,1
GCFC2,8
GCG,1
GCH1,3
GCK,1
GCLC,3
GCLM,7
GCM1,1
GCN1,5
GCNT1,2
GCNT2,1
GCNT3,1
GCNT4,4
GCOM1,2
GCSH,2
GDAP2,2
GDE1,5
GDF10,1
GDF15,2
GDF5,1
GDF6,1
GDF9,5
GDI1,4
GDI2,7
GDNF,1
GDNF-AS1,1
GDPD1,4
GDPD2,1
GDPD4,2
GDPD5,1
GEM,1
GEMIN2,3
GEMIN4,3
GEMIN6,3
GEMIN7-AS1,6
GEMIN8,2
GEMIN8P4,2
GEN1,6
GET1,1
GET3,3
GET4,2
GFAP,1
GFM1,2
GFOD1,4
GFOD2,2
GFPT1,7
GFPT2,2
GFRA2,1
GGA1,5
GGA2,5
GGA3,5
GGACT,2
GGCT,3
GGCX,7
GGH,5
GGN,4
GGNBP2,7
GGPS1,3
GGT1,2
GGT2,1
GGT5,5
GGT8P,1
GGTA1P,1
GGTLC1,1
GGTLC2,1
GHDC,2
GHET1,3
GHITM,4
GHR,1
GHRHR,1
GHRLOS,1
GHSR,1
GID4,2
GID8,3
GIGYF1,3
GIGYF2,5
GIHCG,7
GIMAP2,2
GIMAP4,1
GIMAP6,1
GIMAP7,1
GIMAP8,2
GIN1,5
GINM1,4
GINS1,3
GINS3,1
GINS4,2
GIP,1
GIPC1,3
GIPC2,2
GIPR,2
GIT1,1
GIT2,2
GJA1,2
GJA10,2
GJA5,1
GJB5,1
GJC1,3
GJC2,1
GJD2,1
GJD4,1
GK,2
GK5,4
GKAP1,5
GKN1,1
GLA,3
GLB1,7
GLB1L,4
GLB1L2,2
GLCCI1,3
GLCCI1-DT,3
GLCE,3
GLDC,4
GLDN,1
GLE1,3
GLG1,5
GLI1,3
GLI2,1
GLI3,3
GLI4,4
GLIDR,7
GLIPR1,2
GLIPR1L2,2
GLIPR2,3
GLIS1,1
GLIS2,2
GLIS2-AS1,1
GLIS3,2
GLIS3-AS1,1
GLMN,7
GLMP,1
GLO1,6
GLOD4,5
GLOD5,3
GLRA3,1
GLRA4,1
GLRB,3
GLRX,2
GLRX2,5
GLRX3,3
GLRX5,2
GLS,4
GLS2,1
GLT8D2,3
GLTP,4
GLTPD2,5
GLUD1,3
GLUD1P2,4
GLUD2,1
GLUL,4
GLYAT,1
GLYATL1,2
GLYCTK,8
GM2A,1
GMCL1,4
GMDS,2
GMDS-DT,5
GMEB1,7
GMEB2,5
GMFB,7
GMFG,1
GMIP,1
GMNC,1
GMNN,6
GMPPA,4
GMPPB,5
GMPR,4
GMPR2,2
GMPS,6
GNA11,1
GNA12,3
GNA13,5
GNA14,1
GNA14-AS1,2
GNA15,2
GNAI1,4
GNAI2,6
GNAI3,7
GNAO1,1
GNAQ,4
GNAS,6
GNAZ,1
GNB1,6
GNB1L,4
GNB2,4
GNB4,5
GNB5,1
GNE,7
GNG10,1
GNG11,2
GNG12,4
GNG12-AS1,5
GNG13,3
GNG4,2
GNG5,1
GNG7,1
GNG8,1
GNGT2,7
GNL1,7
GNL2,6
GNL3,4
GNL3L,4
GNMT,1
GNPDA1,3
GNPDA2,4
GNPNAT1,3
GNPTAB,3
GNPTG,1
GNRHR2,6
GNS,1
GOLGA1,5
GOLGA2,4
GOLGA2P10,1
GOLGA2P2Y,1
GOLGA2P7,3
GOLGA3,7
GOLGA4,4
GOLGA5,5
GOLGA6B,1
GOLGA6L4,1
GOLGA6L9,5
GOLGA7,3
GOLGA8A,1
GOLGA8S,1
GOLGB1,5
GOLIM4,5
GOLM1,2
GOLPH3,6
GOLPH3L,2
GOLT1A,1
GOLT1B,4
GON4L,2
GON7,2
GOPC,6
GORAB,7
GORAB-AS1,6
GORASP1,1
GORASP2,6
GOSR1,6
GOSR2,6
GOT1,4
GOT2,2
GP9,1
GPA33,1
GPALPP1,2
GPAM,4
GPAT2,1
GPAT3,2
GPAT4,2
GPATCH1,2
GPATCH11,4
GPATCH2,6
GPATCH2L,5
GPATCH4,5
GPATCH8,6
GPBAR1,3
GPBP1,7
GPBP1L1,6
GPC1,3
GPC2,1
GPC5-AS1,1
GPC6,3
GPC6-AS2,1
GPCPD1,4
GPD1L,2
GPD2,6
GPER1,2
GPHN,5
GPI,3
GPIHBP1,1
GPKOW,2
GPLD1,2
GPM6A,1
GPN1,2
GPN2,2
GPN3,6
GPNMB,1
GPR1,2
GPR107,5
GPR108,4
GPR132,1
GPR135,2
GPR137,7
GPR137B,1
GPR137C,4
GPR142,2
GPR143,2
GPR146,2
GPR148,1
GPR150,2
GPR153,1
GPR155,3
GPR156,2
GPR157,1
GPR158,1
GPR160,2
GPR161,4
GPR173,1
GPR174,1
GPR176,4
GPR179,1
GPR180,4
GPR19,7
GPR27,1
GPR3,2
GPR35,1
GPR37,1
GPR37L1,1
GPR39,2
GPR4,1
GPR55,2
GPR6,1
GPR63,2
GPR68,1
GPR75-ASB3,2
GPR84,5
GPR85,2
GPR89A,4
GPR89B,6
GPRACR,2
GPRASP1,2
GPRC5A,4
GPRC5B,1
GPRC5C,4
GPRC5D-AS1,3
GPRIN1,1
GPRIN2,1
GPRIN3,1
GPS1,2
GPS2,5
GPSM1,1
GPSM2,5
GPSM3,5
GPT,1
GPT2,2
GPX1,6
GPX3,2
GPX4,3
GPX7,3
GPX8,2
GRAMD1A,6
GRAMD1B,1
GRAMD1C,1
GRAMD2A,1
GRAMD2B,6
GRAMD4,2
GRAP,2
GRAPL,1
GRASP,1
GRB10,2
GRB14,1
GRB2,6
GRB7,5
GREB1,1
GREB1L,1
GREM1,1
GREM2,1
GRHL1,1
GRHL2,1
GRHL3,2
GRHPR,2
GRIA1,1
GRIA3,1
GRIA4,1
GRID1,2
GRIFIN,2
GRIK1-AS1,1
GRIK1-AS2,1
GRIK4,3
GRIK5,1
GRIN1,2
GRIN2A,1
GRIN2C,1
GRIN2D,1
GRINA,2
GRIP1,3
GRIPAP1,3
GRK1,1
GRK2,3
GRK3,1
GRK4,5
GRK5,5
GRK6,6
GRK7,4
GRM5-AS1,2
GRM7,1
GRM7-AS1,1
GRM7-AS3,1
GRM8,1
GRN,3
GRPEL1,5
GRPEL2,2
GRSF1,4
GRTP1,3
GRWD1,4
GRXCR1,1
GRXCR2,1
GS1-124K5.11,4
GS1-124K5.4,4
GS1-24F4.2,1
GS1-279B7.1,2
GSAP,1
GSDMA,1
GSDMC,1
GSDMD,5
GSDME,4
GSE1,3
GSEC,2
GSG1,4
GSG1L2,1
GSK3A,2
GSK3B,7
GSKIP,4
GSN,2
GSN-AS1,1
GSPT1,6
GSPT2,2
GSR,3
GSS,6
GSTA1,1
GSTA3,2
GSTA4,4
GSTK1,3
GSTM2,4
GSTM3,3
GSTM4,3
GSTM5,1
GSTO1,6
GSTO2,1
GSTP1,4
GSTT2B,1
GSTT4,1
GSTZ1,6
GSX2,2
GTDC1,6
GTF2A1,5
GTF2A1L,1
GTF2A2,5
GTF2B,6
GTF2E2,5
GTF2F1,6
GTF2F2,2
GTF2H1,2
GTF2H2,6
GTF2H2B,2
GTF2H2C_2,2
GTF2H3,2
GTF2H5,5
GTF2I,6
GTF2IP1,2
GTF2IP12,4
GTF2IP20,1
GTF2IP23,2
GTF2IP7,2
GTF2IRD1,5
GTF2IRD1P1,5
GTF2IRD2,8
GTF2IRD2B,6
GTF3A,3
GTF3C1,2
GTF3C2,7
GTF3C3,2
GTF3C5,5
GTF3C6,6
GTPBP1,6
GTPBP10,5
GTPBP2,7
GTPBP3,3
GTPBP4,5
GTPBP6,4
GTPBP8,6
GTSCR1,1
GTSE1,2
GTSE1-DT,5
GTSF1L,2
GUCA2A,1
GUCD1,3
GUCY1A1,2
GUCY1A2,1
GUCY1B1,2
GUCY2D,2
GUCY2F,1
GUCY2GP,1
GUF1,3
GUK1,6
GULP1,3
GUSB,4
GUSBP1,5
GUSBP11,4
GUSBP14,5
GUSBP16,5
GUSBP3,6
GUSBP4,1
GUSBP9,6
GVQW2,7
GVQW3,3
GXYLT1,3
GXYLT2,1
GYG1,5
GYG2,1
GYG2P1,3
GYPC,3
GYS1,3
GYS2,3
GZF1,6
H1-0,6
H1-1,4
H1-10,1
H1-2,6
H1-3,3
H1-4,3
H1-5,3
H1FX-AS1,4
H2AC1,1
H2AC11,2
H2AC13,1
H2AC14,1
H2AC15,5
H2AC16,5
H2AC17,3
H2AC19,6
H2AC20,4
H2AC21,1
H2AC4,4
H2AC7,2
H2AC8,3
H2AJ,4
H2AP,1
H2AW,4
H2AX,6
H2AZ1,2
H2AZ1-DT,1
H2AZ2,7
H2BC10,3
H2BC11,3
H2BC12,3
H2BC13,2
H2BC15,5
H2BC17,4
H2BC18,6
H2BC20P,4
H2BC21,4
H2BC3,4
H2BC4,3
H2BC5,4
H2BC6,6
H2BC8,2
H2BP1,4
H2BP2,4
H2BS1,3
H2BU1,1
H3-2,3
H3-3A,6
H3-3B,7
H3C1,5
H3C10,2
H3C11,4
H3C13,4
H3C14,3
H3C2,3
H3C3,2
H3C6,3
H3C7,2
H3C8,1
H3P4,4
H3P6,6
H4-16,4
H4C1,5
H4C11,4
H4C12,5
H4C13,1
H4C15,7
H4C2,1
H4C4,4
H4C5,2
H4C6,1
H4C8,6
H4C9,4
H6PD,3
HAAO,7
HABP2,1
HABP4,3
HACD1,3
HACD2,2
HACD3,4
HACD4,1
HACE1,2
HACL1,4
HADH,4
HADHA,7
HADHB,6
HAGH,3
HAND2,1
HAND2-AS1,1
HAO1,2
HAPLN1,2
HAPLN2,1
HARBI1,6
HARS1,1
HARS2,3
HAS2,1
HAS2-AS1,2
HAS3,2
HASPIN,1
HAT1,6
HAUS1,5
HAUS2,6
HAUS4,6
HAUS5,3
HAUS6,2
HAUS7,1
HAUS8,1
HAX1,6
HBE1,1
HBEGF,4
HBP1,4
HBS1L,5
HCAR2,2
HCCS,1
HCFC1,6
HCFC1R1,3
HCFC2,2
HCG11,5
HCG14,8
HCG15,2
HCG17,1
HCG18,6
HCG20,4
HCG22,1
HCG23,1
HCG25,4
HCG27,6
HCG4B,4
HCG9,4
HCLS1,1
HCN1,1
HCP5,1
HCRTR1,1
HDAC1,3
HDAC10,3
HDAC11,4
HDAC11-AS1,4
HDAC2-AS2,7
HDAC4,2
HDAC4-AS1,7
HDAC5,4
HDAC6,5
HDAC7,5
HDAC8,3
HDAC9,3
HDDC2,4
HDDC3,1
HDGF,4
HDGFL1,2
HDGFL2,4
HDGFL3,4
HDHD2,5
HDHD3,1
HDHD5,5
HDHD5-AS1,4
HDLBP,4
HDX,5
HEATR1,3
HEATR3,4
HEATR4,5
HEATR5A,1
HEATR5B,4
HEATR6,2
HEBP1,1
HEBP2,5
HECA,5
HECTD1,7
HECTD2,8
HECTD4,4
HECW2,2
HECW2-AS1,3
HEG1,2
HEIH,7
HELB,4
HELLS,2
HELQ,7
HELT,2
HELZ,5
HELZ2,4
HEMK1,2
HENMT1,4
HEPN1,4
HERC1,6
HERC2,3
HERC2P11,5
HERC2P2,1
HERC2P3,2
HERC2P9,3
HERC3,3
HERC4,6
HERC5,1
HERC6,7
HERPUD1,5
HERPUD2,4
HES1,4
HES2,1
HES4,4
HES7,2
HEXA,5
HEXB,4
HEXD,6
HEXIM1,4
HEXIM2,8
HEY1,2
HEY2,2
HEYL,1
HFE,5
HFM1,3
HGD,2
HGF,1
HGFAC,2
HGH1,5
HGS,5
HGSNAT,6
HHAT,6
HHATL,1
HHATL-AS1,1
HHEX,2
HHIP,1
HHIP-AS1,2
HHIPL1,5
HHIPL2,2
HHLA2,2
HHLA3,7
HIBADH,4
HIBCH,8
HIC1,2
HIC2,2
HID1,1
HID1-AS1,1
HIF1A-AS1,7
HIF1A-AS3,2
HIF1AN,2
HIF3A,1
HIGD1A,4
HIGD2A,6
HIGD2B,4
HIKESHI,5
HILPDA,2
HINFP,4
HINT1,6
HINT2,5
HINT3,5
HIP1,3
HIP1R,2
HIPK1,5
HIPK1-AS1,7
HIPK2,6
HIPK3,6
HIVEP1,5
HIVEP2,3
HIVEP3,6
HJURP,3
HJV,2
HK1,5
HK2,3
HKDC1,1
HLA-A,4
HLA-B,6
HLA-C,4
HLA-DMA,6
HLA-DOA,1
HLA-DPA1,2
HLA-DQA2,1
HLA-DRA,1
HLA-DRB1,1
HLA-DRB5,2
HLA-E,4
HLA-F,4
HLA-H,5
HLA-J,1
HLA-L,4
HLA-V,1
HLCS,5
HLF,1
HLTF,2
HLTF-AS1,4
HLX,3
HLX-AS1,3
HM13,4
HM13-AS1,6
HMBOX1,4
HMBS,4
HMCES,6
HMCN1,2
HMCN2,1
HMG20A,3
HMG20B,4
HMGA1,6
HMGA2,3
HMGA2-AS1,2
HMGB1,7
HMGB2,6
HMGB3,2
HMGCL,6
HMGCR,6
HMGCS1,8
HMGCS2,1
HMGN1,5
HMGN2,8
HMGN2P46,2
HMGN3,6
HMGN3-AS1,5
HMGN4,3
HMGXB3,4
HMGXB4,7
HMHB1,3
HMMR,2
HMOX1,2
HMOX2,1
HMSD,1
HNF1B,2
HNF4G,2
HNMT,2
HNRNPA0,6
HNRNPA1,2
HNRNPA1L2,3
HNRNPA1P33,1
HNRNPA2B1,4
HNRNPA3,7
HNRNPA3P1,1
HNRNPAB,3
HNRNPC,6
HNRNPD,6
HNRNPDL,7
HNRNPF,6
HNRNPH1,6
HNRNPH3,7
HNRNPK,6
HNRNPL,5
HNRNPLL,7
HNRNPM,5
HNRNPR,8
HNRNPU,7
HNRNPUL1,6
HNRNPUL2-BSCL2,5
HOMER1,4
HOMER2,6
HOMER3,4
HOMER3-AS1,5
HOMEZ,5
HOOK1,1
HOOK2,2
HOPX,1
HOTAIR,1
HOTAIRM1,2
HOTTIP,1
HOXA-AS3,1
HOXA1,1
HOXA10,3
HOXA11-AS,1
HOXA3,1
HOXA4,4
HOXA6,1
HOXA9,1
HOXB-AS1,2
HOXB13,1
HOXB3,2
HOXB6,1
HOXB7,1
HOXB9,1
HOXC-AS3,1
HOXC10,1
HOXC11,1
HOXC13-AS,1
HOXC4,1
HOXC5,2
HOXD-AS2,2
HOXD12,2
HOXD8,2
HOXD9,1
HP1BP3,7
HPAT5,1
HPCAL1,2
HPD,3
HPDL,1
HPF1,3
HPGDS,1
HPN,1
HPN-AS1,1
HPRT1,5
HPS1,1
HPS3,4
HPS4,2
HPS5,6
HPS6,4
HPSE,1
HRAS,4
HRAT17,1
HRAT5,2
HRAT92,1
HRC,1
HRCT1,1
HRH1,3
HROB,3
HS1BP3,5
HS1BP3-IT1,3
HS2ST1,1
HS3ST1,1
HS3ST2,1
HS3ST3A1,1
HS3ST3B1,1
HS3ST6,1
HS6ST1,2
HSBP1,5
HSBP1L1,2
HSD11B1,1
HSD11B2,1
HSD17B10,2
HSD17B11,2
HSD17B12,4
HSD17B13,1
HSD17B14,1
HSD17B4,7
HSD17B6,1
HSD17B7,7
HSD17B7P2,6
HSD3B1,1
HSD3B7,2
HSD52,3
HSDL1,4
HSDL2,6
HSF1,6
HSF2,3
HSF2BP,3
HSH2D,2
HSP90AA1,7
HSP90AB1,5
HSP90B1,5
HSPA12A,4
HSPA13,5
HSPA1A,4
HSPA1B,4
HSPA1L,5
HSPA4,7
HSPA4L,3
HSPA5,7
HSPA6,3
HSPA7,2
HSPA8,6
HSPA9,7
HSPB1,4
HSPB11,4
HSPB3,1
HSPB6,7
HSPB7,1
HSPB8,3
HSPBAP1,4
HSPBP1,2
HSPD1,2
HSPE1,2
HSPE1-MOB4,5
HSPG2,1
HSPH1,5
HTATIP2,3
HTATSF1,6
HTATSF1P2,6
HTD2,7
HTR1B,1
HTR1D,1
HTR2A,1
HTR3A,1
HTR3B,1
HTR4,1
HTR5A,1
HTR7,1
HTR7P1,3
HTRA1,2
HTRA2,5
HTT,2
HTT-AS,2
HUNK,2
HUS1,4
HUWE1,3
HVCN1,1
HYAL2,4
HYDIN2,6
HYI,5
HYKK,3
HYLS1,6
HYOU1,6
HYPK,2
IAH1,6
IARS1,2
IARS2,4
IATPR,2
IBA57,6
IBA57-DT,1
IBTK,4
ICA1,4
ICA1L,3
ICAM1,1
ICAM2,1
ICAM3,1
ICE1,6
ICE2,6
ICK,3
ICMT,4
ICOS,2
ID1,2
ID2,1
ID2-AS1,5
ID3,2
ID4,2
IDE,6
IDH1,2
IDH2,3
IDH2-DT,3
IDH3A,4
IDH3B,4
IDH3G,7
IDI1,5
IDI2-AS1,1
IDNK,4
IDO1,1
IDO2,1
IDS,1
IDUA,1
IER2,5
IER3,2
IER3IP1,3
IER5,4
IER5L,4
IFFO1,1
IFFO2,5
IFI16,3
IFI27,1
IFI27L1,3
IFI27L2,3
IFI35,5
IFI44,1
IFI44L,2
IFI6,4
IFIH1,2
IFIT1,1
IFIT1B,1
IFIT2,2
IFIT3,6
IFIT5,5
IFITM1,2
IFITM10,1
IFITM2,1
IFITM3,2
IFITM4P,4
IFNAR1,6
IFNAR2,4
IFNB1,2
IFNG-AS1,1
IFNGR1,7
IFNGR2,6
IFNLR1,1
IFRD1,5
IFRD2,6
IFT122,4
IFT140,2
IFT172,2
IFT20,1
IFT22,3
IFT27,3
IFT43,2
IFT46,3
IFT52,3
IFT57,4
IFT74,7
IFT74-AS1,2
IFT81,5
IFT88,5
IGBP1,4
IGDCC4,2
IGF1,1
IGF1R,3
IGF2BP1,2
IGF2BP2,3
IGF2BP2-AS1,2
IGF2BP3,2
IGF2R,3
IGFBP1,1
IGFBP2,2
IGFBP3,1
IGFBP4,1
IGFBP5,2
IGFBP6,3
IGFBP7,2
IGFBP7-AS1,2
IGFBPL1,1
IGFL3,1
IGFN1,1
IGHMBP2,5
IGLL5,1
IGSF1,1
IGSF21,1
IGSF22,4
IGSF23,2
IGSF3,2
IGSF5,1
IGSF6,1
IGSF8,2
IGSF9,1
IGSF9B,1
IK,3
IKBIP,2
IKBKB,1
IKBKE,2
IKBKG,2
IKZF1,1
IKZF2,4
IKZF4,4
IL10,1
IL10RB-DT,3
IL11RA,1
IL12A,1
IL12A-AS1,1
IL12RB1,2
IL13RA1,3
IL13RA2,1
IL15,3
IL15RA,2
IL16,1
IL17B,1
IL17D,1
IL17RA,4
IL17RC,2
IL17RD,1
IL17RE,2
IL17REL,1
IL18,2
IL18BP,1
IL18R1,2
IL19,1
IL1A,1
IL1B,3
IL1F10,1
IL1R1,5
IL1R2,2
IL1RAP,3
IL1RL1,1
IL1RL2,3
IL20RA,2
IL20RB,2
IL23A,5
IL24,1
IL2RA,1
IL2RB,1
IL31RA,3
IL32,1
IL33,1
IL34,1
IL37,2
IL4I1,1
IL4R,6
IL5RA,7
IL6,1
IL6R,3
IL6R-AS1,2
IL6ST,6
IL7,4
IL7R,1
ILDR1,2
ILDR2,2
ILF2,6
ILF3,5
ILF3-DT,5
ILK,4
ILKAP,4
ILRUN,5
ILVBL,6
IMMP1L,4
IMMP2L,4
IMMT,7
IMP3,2
IMPA1,5
IMPA1P1,1
IMPA2,5
IMPACT,6
IMPAD1,3
IMPDH1,2
IMPDH2,3
IMPG2,1
INAFM1,8
INAFM2,2
INAVA,2
INCENP,3
INF2,3
ING1,3
ING2,7
ING3,6
ING4,2
ING5,5
INHBA,2
INHBA-AS1,2
INHBB,2
INHBE,1
INIP,3
INKA1,2
INKA2,4
INKA2-AS1,4
INMT,1
INO80,7
INO80C,5
INO80D,6
INO80E,6
INPP1,8
INPP4A,4
INPP4B,2
INPP5A,2
INPP5B,5
INPP5D,2
INPP5E,2
INPP5F,4
INPP5J,2
INPPL1,5
INSC,1
INSIG1,4
INSIG2,2
INSM1,1
INSM2,1
INSR,6
INSYN2A,1
INSYN2B,2
INTS1,2
INTS10,4
INTS11,6
INTS12,7
INTS13,2
INTS14,6
INTS2,4
INTS3,6
INTS4,1
INTS4P1,1
INTS5,6
INTS6,4
INTS6-AS1,5
INTS6L,2
INTS6L-AS1,1
INTS7,3
INTS8,6
INTS9,4
INTU,1
INVS,1
IP6K1,7
IP6K2,5
IP6K3,1
IPCEF1,1
IPMK,2
IPO11,3
IPO11-LRRC70,1
IPO13,7
IPO4,3
IPO5,6
IPO5P1,3
IPO7,7
IPO8,3
IPO9-AS1,5
IPP,6
IPPK,4
IQCA1L,1
IQCB1,5
IQCC,4
IQCD,1
IQCE,2
IQCG,5
IQCH,4
IQCH-AS1,7
IQCJ-SCHIP1,6
IQCK,5
IQCM,1
IQCN,1
IQGAP1,8
IQGAP2,1
IQGAP3,4
IQSEC1,2
IQSEC2,2
IQUB,6
IRAK1BP1,3
IRAK2,6
IRAK3,2
IRAK4,5
IREB2,4
IRF1,5
IRF1-AS1,7
IRF2,5
IRF2BP1,4
IRF2BP2,3
IRF2BPL,6
IRF3,3
IRF5,1
IRF6,1
IRF7,4
IRF8,1
IRF9,5
IRGC,4
IRGQ,6
IRS1,4
IRS2,3
IRX1,2
IRX2,1
IRX3,1
IRX5,2
IRX6,1
ISCA1,6
ISCU,2
ISG15,3
ISG20,2
ISG20L2,2
ISL2,1
ISLR2,4
ISM1,1
ISM1-AS1,1
ISOC1,1
ISOC2,3
IST1,5
ISX,1
ISY1,2
ISY1-RAB43,6
ITCH,6
ITFG1,4
ITFG2,1
ITFG2-AS1,6
ITGA1,3
ITGA10,1
ITGA11,1
ITGA2,2
ITGA3,2
ITGA4,3
ITGA5,3
ITGA6,3
ITGA6-AS1,1
ITGA7,1
ITGA8,1
ITGA9,1
ITGA9-AS1,2
ITGAE,4
ITGAV,6
ITGAX,1
ITGB1,5
ITGB1BP1,5
ITGB2,1
ITGB3,3
ITGB3BP,7
ITGB4,3
ITGB5,5
ITGB6,2
ITGB8,3
ITGBL1,1
ITIH6,1
ITK,6
ITLN1,1
ITM2B,6
ITPA,4
ITPK1,3
ITPKB,3
ITPKB-IT1,5
ITPKC,3
ITPR1,1
ITPR1-DT,3
ITPR2,5
ITPR3,5
ITPRID2,5
ITPRIP,3
ITPRIPL2,4
ITSN1,3
ITSN2,6
IVD,3
IVNS1ABP,7
IWS1,9
IYD,2
IZUMO1,2
IZUMO2,1
IZUMO3,1
IZUMO4,5
JADE1,3
JADE2,3
JADE3,3
JAG1,4
JAG2,1
JAGN1,6
JAK1,6
JAK2,6
JAK3,1
JAKMIP1,1
JAKMIP2-AS1,2
JAKMIP3,2
JAM2,2
JAM3,5
JAML,1
JARID2,2
JARID2-AS1,1
JAZF1,2
JAZF1-AS1,1
JCAD,4
JDP2,2
JHY,3
JMJD1C,5
JMJD1C-AS1,1
JMJD6,4
JMJD7,3
JMY,3
JOSD1,6
JOSD2,2
JPH1,1
JPH2,1
JPH3,2
JPT1,4
JPT2,3
JPX,2
JRK,4
JRKL,1
JSRP1,4
JTB,6
JUN,6
JUND,5
JUP,3
KALRN,2
KANK1,2
KANK2,2
KANK3,2
KANSL1,7
KANSL1L,6
KANSL2,6
KANSL3,7
KANTR,2
KARS1,5
KAT2A,2
KAT2B,4
KAT5,7
KAT6A,5
KAT6B,5
KAT7,8
KAT8,4
KATNA1,2
KATNAL1,5
KATNAL2,5
KATNB1,7
KATNBL1,5
KATNBL1P6,2
KAZALD1,6
KAZN,1
KAZN-AS1,1
KBTBD12,1
KBTBD13,2
KBTBD2,5
KBTBD3,4
KBTBD4,3
KBTBD7,5
KBTBD8,1
KC6,1
KCCAT198,1
KCCAT333,1
KCMF1,5
KCNA2,1
KCNA3,1
KCNA6,1
KCNAB1,1
KCNAB1-AS1,2
KCNAB1-AS2,1
KCNAB2,2
KCNAB3,1
KCNB1,1
KCNB2,1
KCNC1,1
KCNC2,2
KCNC3,1
KCNC4,2
KCND2,1
KCND3,1
KCND3-AS1,1
KCNE1B,2
KCNE4,2
KCNF1,1
KCNG1,1
KCNH1,1
KCNH7,2
KCNH8,1
KCNIP1,1
KCNIP2,1
KCNIP2-AS1,6
KCNIP3,2
KCNIP4,1
KCNIP4-IT1,1
KCNJ1,1
KCNJ11,1
KCNJ12,1
KCNJ15,1
KCNJ16,1
KCNJ18,1
KCNJ2,2
KCNJ6,1
KCNK1,1
KCNK13,1
KCNK15-AS1,1
KCNK2,1
KCNK3,2
KCNK9,1
KCNMA1,3
KCNMA1-AS2,2
KCNMA1-AS3,1
KCNMB2,1
KCNMB2-AS1,1
KCNMB3,2
KCNN1,1
KCNN2,1
KCNN4,3
KCNQ1,2
KCNQ1-AS1,2
KCNQ1OT1,5
KCNQ5,2
KCNS1,1
KCNS2,1
KCNS3,1
KCNT2,1
KCNU1,3
KCTD1,4
KCTD10,5
KCTD11,3
KCTD12,2
KCTD13,5
KCTD14,4
KCTD15,4
KCTD16,3
KCTD18,4
KCTD19,1
KCTD2,5
KCTD20,5
KCTD21,1
KCTD21-AS1,4
KCTD3,2
KCTD5,2
KCTD6,3
KCTD7,5
KCTD8,1
KCTD9,5
KDELR1,4
KDELR2,5
KDELR3,2
KDF1,1
KDM1A,7
KDM1B,5
KDM2A,5
KDM2B,4
KDM3A,5
KDM3B,6
KDM4A,6
KDM4A-AS1,3
KDM4B,2
KDM4C,6
KDM4D,3
KDM4E,1
KDM5A,7
KDM5B,4
KDM5C,6
KDM5D,4
KDM6A,8
KDM6B,5
KDM7A,4
KDM7A-DT,3
KDM8,3
KDR,1
KDSR,5
KEAP1,6
KHDC1,4
KHDC4,7
KHDRBS1,7
KHDRBS3,2
KHK,3
KHNYN,7
KHSRP,2
KIAA0040,1
KIAA0087,1
KIAA0100,5
KIAA0232,5
KIAA0319L,3
KIAA0355,7
KIAA0408,2
KIAA0513,2
KIAA0556,5
KIAA0753,1
KIAA0825,5
KIAA0895,3
KIAA0895L,7
KIAA1107,3
KIAA1109,7
KIAA1191,3
KIAA1211L,4
KIAA1217,2
KIAA1257,1
KIAA1324,2
KIAA1324L,1
KIAA1522,4
KIAA1549,1
KIAA1549L,2
KIAA1586,5
KIAA1614,4
KIAA1614-AS1,1
KIAA1671,4
KIAA1671-AS1,1
KIAA1755,1
KIAA1841,4
KIAA2012,1
KIAA2013,1
KIAA2026,6
KIDINS220,5
KIF11,2
KIF13A,5
KIF13B,4
KIF14,5
KIF15,2
KIF16B,2
KIF17,4
KIF18A,2
KIF18B,4
KIF1B,6
KIF1C,3
KIF20A,5
KIF20B,5
KIF21A,3
KIF22,5
KIF25,1
KIF26A,1
KIF26B,1
KIF27,8
KIF2A,5
KIF2B,1
KIF2C,5
KIF3A,1
KIF3B,3
KIF3C,2
KIF4A,2
KIF4B,1
KIF5B,7
KIF5C,2
KIF6,1
KIF7,1
KIF9,4
KIF9-AS1,1
KIFAP3,4
KIFBP,5
KIFC1,4
KIFC2,1
KIFC3,3
KIN,2
KIRREL1,5
KIRREL1-IT1,2
KIRREL3,2
KIRREL3-AS2,1
KIT,1
KITLG,2
KIZ,2
KL,2
KLC1,7
KLC2,4
KLC4,4
KLF10,5
KLF11,6
KLF12,1
KLF13,5
KLF14,1
KLF15,3
KLF16,3
KLF2,4
KLF3,5
KLF3-AS1,1
KLF4,3
KLF5,3
KLF6,5
KLF7,3
KLF8,1
KLF9,5
KLHDC1,5
KLHDC10,4
KLHDC2,6
KLHDC3,4
KLHDC4,5
KLHDC7A,1
KLHDC7B,3
KLHDC8B,1
KLHDC9,1
KLHL11,4
KLHL12,7
KLHL15,5
KLHL17,1
KLHL18,6
KLHL2,4
KLHL20,7
KLHL21,5
KLHL23,4
KLHL24,4
KLHL25,3
KLHL26,3
KLHL28,4
KLHL29,1
KLHL3,1
KLHL30,1
KLHL31,2
KLHL32,2
KLHL33,1
KLHL35,2
KLHL36,5
KLHL38,2
KLHL4,1
KLHL40,1
KLHL41,1
KLHL42,7
KLHL5,7
KLHL6,1
KLHL7,3
